Category,Item Name,Price,Description,Veg/Non-veg,Rating,Restaurant Index
None,Butter Naan,50,Butter Naan,Veg,3.7,13
None,Garlic Naan,70,Garlic Naan,Veg,3.7,13
None,Aloo Paratha,65,Aloo Paratha,Veg,3.7,13
None,Stuffed Naan,70,Stuffed Naan,Veg,3.7,13
None,Stuffed Kulcha,70,Stuffed Kulcha,Veg,3.7,13
None,Roasted Papad,30,Roasted Papad,Veg,3.7,13
None,Pudina Paratha,60,Pudina Paratha,Veg,3.7,13
None,Onion Kulcha,65,Onion Kulcha,Veg,3.7,13
None,Paneer Kulcha,80,Paneer Kulcha,Veg,3.7,13
None,Masala Papad,50,Masala Papad,Veg,3.7,13
None,Bread Basket,140,"Mini roti, missi roti, garlic naan, butter naan, laccha paratha.",Veg,3.7,13
None,Paneer Mushroom Masala,250,Paneer Mushroom Masala,Veg,3.7,13
None,Mushroom Do Pyaza,250,Mushroom Do Pyaza,Veg,3.7,13
None,Paneer Tikka Lababdar,250,Paneer Tikka Lababdar,Veg,3.7,13
None,Paneer Kofta,250,Paneer Kofta,Veg,3.7,13
None,Paneer Punjabi,250,Paneer Punjabi,Veg,3.7,13
None,Palak Paneer,250,Palak Paneer,Veg,3.7,13
None,Paneer Pasanda,250,Paneer Pasanda,Veg,3.7,13
None,Shahi Paneer,250,Shahi Paneer,Veg,3.7,13
None,Karahi Paneer,250,Karahi Paneer,Veg,3.7,13
None,Paneer Butter Masala,250,Paneer Butter Masala,Veg,3.7,13
None,Paneer Do Pyaza,250,Paneer Do Pyaza,Veg,3.7,13
None,Shahi Malai Kofta,200,Shahi Malai Kofta,Veg,3.7,13
None,Matar Paneer,250,Matar Paneer,Veg,3.7,13
None,Veg Kofta,225,Veg Kofta,Veg,3.7,13
None,Dum Aloo,200,Dum Aloo,Veg,3.7,13
None,Jeera Aloo,200,Jeera Aloo,Veg,3.7,13
None,Aloo Gobi Masala,200,Aloo Gobi Masala,Veg,3.7,13
None,Mixed Vegetable,200,Mixed Vegetable,Veg,3.7,13
None,Jalfrezi,200,Jalfrezi,Veg,3.7,13
None,Chana Masala,200,Chana Masala,Veg,3.7,13
None,Dal Makhani,220,Dal Makhani,Veg,3.7,13
None,Yellow Dal Fry,200,Yellow Dal Fry,Veg,3.7,13
None,Matar Methi Malai,200,Matar Methi Malai,Veg,3.7,13
None,Corn Masala,200,Corn Masala,Veg,3.7,13
None,Palak Corn,200,Palak Corn,Veg,3.7,13
None,Mushroom Corn Masala,220,Mushroom Corn Masala,Veg,3.7,13
None,Matar Mushroom,200,Matar Mushroom,Veg,3.7,13
None,Mushroom Masala,200,Mushroom Masala,Veg,3.7,13
None,Butter Mushroom,200,Butter Mushroom,Veg,3.7,13
None,Veg Biryani,200,Veg Biryani,Veg,3.7,13
None,Veg Biryani With Raita,220,Veg Biryani With Raita,Veg,3.7,13
None,Vegetable Pulao,165,Vegetable Pulao,Veg,3.7,13
None,Jeera Rice,100,Jeera Rice,Veg,3.7,13
None,Plain Rice,90,Plain Rice,Veg,3.7,13
None,Peas Rice,165,Peas Rice,Veg,3.7,13
None,Green Salad,70,Green Salad,Veg,3.7,13
None,Mix Veg Raita,70,Mix Veg Raita,Veg,3.7,13
None,Boondi Raita,70,Boondi Raita,Veg,3.7,13
None,Pineapple Raita,100,Pineapple Raita,Veg,3.7,13
None,Vanilla Ice Cream (100 Ml),50,Vanilla Ice Cream (100 Ml),Veg,3.7,13
None,Strawberry Ice Cream (100 Ml),50,Strawberry Ice Cream (100 Ml),Veg,3.7,13
None,Chocolate  Ice Cream (100 Ml),60,Chocolate  Ice Cream (100 Ml),Veg,3.7,13
None,Chocolate Chip Ice Cream (100 Ml),60,Chocolate Chip Ice Cream (100 Ml),Veg,3.7,13
None,Chocolate Ice Cream (100 Ml),60,Chocolate Ice Cream (100 Ml),Veg,3.7,13
None,Butter Scotch Ice Cream (100 Ml),60,Butter Scotch Ice Cream (100 Ml),Veg,3.7,13
None,Black Current Ice Cream (100 Ml),60,Black Current Ice Cream (100 Ml),Veg,3.7,13
None,Love Of Prayag Ice Cream (100 Ml),60,Love Of Prayag Ice Cream (100 Ml),Veg,3.7,13
None,Mango Ice Cream (100 Ml),60,Mango Ice Cream (100 Ml),Veg,3.7,13
None,Tutti Frutti Ice Cream (100 Ml),60,Tutti Frutti Ice Cream (100 Ml),Veg,3.7,13
None,Vanilla Ice Cream Soda,100,Vanilla Ice Cream Soda,Veg,3.7,13
None,Strawberry Ice Cream Soda,100,Strawberry Ice Cream Soda,Veg,3.7,13
None,Chocolate Ice Cream Soda,100,Chocolate Ice Cream Soda,Veg,3.7,13
None,Mid Night Beauty Ice Cream Soda,100,Mid Night Beauty Ice Cream Soda,Veg,3.7,13
None,Golden Glow Ice Cream Soda,100,Golden Glow Ice Cream Soda,Veg,3.7,13
None,Lime Ice Cream Soda,120,Lime Ice Cream Soda,Veg,3.7,13
None,Hot Chocolate Fudge,120,Hot Chocolate Fudge,Veg,3.7,13
None,Chocolate Brownie With Ice Cream,130,Chocolate Brownie With Ice Cream,Veg,3.7,13
None,Chocolate Nut,120,Chocolate Nut,Veg,3.7,13
Sweets,Gulab Jamun (2 Pcs),40,Gulab Jamun (2 Pcs),Veg,3.7,13
Sweets,Ras Malai (2 Pcs),60,Ras Malai (2 Pcs),Veg,3.7,13
Sweets,Chena Rasgulla (2 Pcs),40,Chena Rasgulla (2 Pcs),Veg,3.7,13
Sweets,Milk Rasgulla (2 Pcs),60,Milk Rasgulla (2 Pcs),Veg,3.7,13
Sweets,Butter Scotch Rasgulla (2 Pcs),60,Butter Scotch Rasgulla (2 Pcs),Veg,3.7,13
Sweets,Pineapple Pastry,50,Pineapple Pastry,Veg,3.7,13
Sweets,Butter Scotch Pastry,50,Butter Scotch Pastry,Veg,3.7,13
Sweets,Black Forest Pastry,55,Black Forest Pastry,Veg,3.7,13
Sweets,Chocolate Pastry,55,Chocolate Pastry,Veg,3.7,13
Sweets,Plain Dhokla (1 Kg),230,Plain Dhokla (1 Kg),Veg,3.7,13
Sweets,Khandavi (Per Pcs),10,Khandavi (Per Pcs),Veg,3.7,13
None,Cappuccino,50,Cappuccino,Veg,3.7,13
None,Sweet Lassi ,70,Sweet Lassi ,Veg,3.7,13
None,Salt Lassi ,70,Salt Lassi ,Veg,3.7,13
None,Cold Coffee,110,Cold Coffee,Veg,3.7,13
None,Cold Drink (Can),40,Cold Drink (Can),Veg,3.7,13
None,Fresh Lime Soda,50,Fresh Lime Soda,Veg,3.7,13
None,Fresh Lime Water,50,Fresh Lime Water,Veg,3.7,13
None,Vanilla Milk Shake,100,Vanilla Milk Shake,Veg,3.7,13
None,Strawberry Milk Shake,100,Strawberry Milk Shake,Veg,3.7,13
None,Chocolate Milk Shake,100,Chocolate Milk Shake,Veg,3.7,13
None,Mango Milk Shake,100,Mango Milk Shake,Veg,3.7,13
None,Kesar Pista Milk Shake,110,Kesar Pista Milk Shake,Veg,3.7,13
None,Cold Coffee Milk Shake,110,Cold Coffee Milk Shake,Veg,3.7,13
None,Vanilla Ice Cream Shake,110,Vanilla Ice Cream Shake,Veg,3.7,13
None,Strawberry Ice Cream Shake,110,Strawberry Ice Cream Shake,Veg,3.7,13
None,Chocolate Ice Cream Shake,110,Chocolate Ice Cream Shake,Veg,3.7,13
None,Mango Ice Cream Shake,110,Mango Ice Cream Shake,Veg,3.7,13
None,Kesar Pista Ice Cream Shake,120,Kesar Pista Ice Cream Shake,Veg,3.7,13
None,Cold Coffee Ice Cream Shake,120,Cold Coffee Ice Cream Shake,Veg,3.7,13
Soups,Cream Of Tomato Soup,80,Cream Of Tomato Soup,Veg,3.7,13
Soups,Sweet Corn Vegetable Soup,90,Sweet Corn Vegetable Soup,Veg,3.7,13
Soups,Cheese Corn Tomato Soup,90,Cheese Corn Tomato Soup,Veg,3.7,13
Soups,Hot & Sour Soup,90,Hot & Sour Soup,Veg,3.7,13
Soups,Lemon Coriander Soup,90,Lemon Coriander Soup,Veg,3.7,13
Soups,Manchow Soup,100,Manchow Soup,Veg,3.7,13
Egg-less Cakes,Pineapple Cake(500gms),400,Pineapple Cake(500gms),Veg,3.7,13
Egg-less Cakes,Vanilla Cake(500gms),380,Vanilla Cake(500gms),Veg,3.7,13
Egg-less Cakes,Strawberry Cake(500gms),380,Strawberry Cake(500gms),Veg,3.7,13
Egg-less Cakes,Black Forest Cake(500gms),410,Black Forest Cake(500gms),Veg,3.7,13
Egg-less Cakes,Blue Berry Cake(500gm),400,Blue Berry Cake(500gm),Veg,3.7,13
Egg-less Cakes,Butterscotch Cake(500gm),400,Butterscotch Cake(500gm),Veg,3.7,13
Egg-less Cakes,Snow White Cake(500gm),415,Snow White Cake(500gm),Veg,3.7,13
Egg-less Cakes,Choco Chips Cake(500gms),440,Choco Chips Cake(500gms),Veg,3.7,13
Egg-less Cakes,Chocolate Cream Cake(500gm),440,Chocolate Cream Cake(500gm),Veg,3.7,13
Egg-less Cakes,Chocolate Truffle Cake(500gm),480,Chocolate Truffle Cake(500gm),Veg,3.7,13
Beverage Combos,Minty Cheese Burger + Fresh Lime Soda,125,Minty Cheese Burger + Fresh Lime Soda,Veg,3.7,13
Beverage Combos,Paneer Burger + Fresh Lime Soda,130,Paneer Burger + Fresh Lime Soda,Veg,3.7,13
Beverage Combos,French Fries + Fresh Lime Soda,140,French Fries + Fresh Lime Soda,Veg,3.7,13
Beverage Combos,All American Burger (Pepsi can 250ml) + Fresh Lime Soda,145,All American Burger (Pepsi can 250ml) + Fresh Lime Soda,Veg,3.7,13
Beverage Combos,Idli Sambar (3 Pieces) + Fresh Lime Soda,150,Idli Sambar (3 Pieces) + Fresh Lime Soda,Veg,3.7,13
Beverage Combos,Pav Bhaji + Fresh Lime Soda,150,Pav Bhaji + Fresh Lime Soda,Veg,3.7,13
Beverage Combos,Steamed Vegetable Momos + Fresh Lime Soda,150,Steamed Vegetable Momos + Fresh Lime Soda,Veg,3.7,13
Beverage Combos,Aloo Matar Sandwich + Fresh Lime Soda,150,Aloo Matar Sandwich + Fresh Lime Soda,Veg,3.7,13
Beverage Combos,Grilled Cheese Sandwich + Fresh Lime Soda,160,Grilled Cheese Sandwich + Fresh Lime Soda,Veg,3.7,13
Swag Combos,All American Burger + Pepsi 250 ml + Fresh Lime Soda,149,All American Burger + Pepsi 250 ml + Fresh Lime Soda,Veg,3.7,13
Recommended,Biryani + ColdDrink(250ml),150,Biryani + ColdDrink(250ml),Non-veg,3.5,14
Recommended,"7"" Regular Veg Club Pizza",199,"Mushroom, Golden Corn & Onion.",Veg,3.5,14
Recommended,"7"" Regular Country Delight Pizza",259,"Onion, Mushroom, Tomato, Jalapeno & Black Olives.",Veg,3.5,14
Recommended,"7"" Regular Tandoori Veg Pizza",259,"Tandoori Sauce, Onion, Tomatoes & Tandoori Paneer.",Veg,3.5,14
Recommended,"7"" Regular Cloud 6 Pizza",315,"Crispy Mushroom, Fresh Tomato, Capsicum, Spicy Paneer, Jalapeno, Onion & Black Olives.",Veg,3.5,14
Recommended,"7"" Regular Tandoori Chicken Pizza",289,"Spicy Chicken, Capsicum & Onion.",Non-veg,3.5,14
Recommended,"7"" Regular Pizza Americano",289,"Smokey Chicken, Onion, Tomato & Black Olives.",Non-veg,3.5,14
Recommended,"7"" Regular Crazy Chicken Pizza",359,"Authentic Sauce, Masala Chicken, Smokey Chicken, Crispy Mushroom, Onion, Red Paprika & Golden Corn.",Non-veg,3.5,14
Recommended,"7"" Regular Chicken Punch Pizza",399,"Loaded with Cheese, Spicy Sauces, Spicy Chicken, Fried Chicken Balls, Masala Chicken, Red Paprika, Green Chilli, Jalapenos & Black Olives.",Non-veg,3.5,14
Recommended,Maharaja Classic Veg Burger,105,"Double Tikki, Cheese Slice, Onion & with Exotic Sauce.",Veg,3.5,14
Recommended,Chicken Burger Treasure,115,Double Fried Chicken with Exotic Sauce.,Non-veg,3.5,14
Recommended,Chicken Loaded Burger,125,"Chicken Patty, Chicken Seekh Kebab, Cheese Slice with Mouth filling Sauce.",Non-veg,3.5,14
Recommended,Salty Fries,84,Salty Fries,Veg,3.5,14
Recommended,Masala Fries,105,Masala Fries,Veg,3.5,14
Recommended,Cheese Fries,105,Cheese Fries,Veg,3.5,14
Recommended,Chicken Biryani,135,Boneless chicken 6 pcs,Non-veg,3.5,14
Recommended,Veg Biryani ,109,Veg Biryani ,Veg,3.5,14
Meal Box,Non Veg Meal Box,149,Original Bite Chicken Burger +  Fries,Non-veg,3.5,14
Combo,Veg Regular Burger + Cold Drink(250ml),71,Veg Regular Burger + Cold Drink(250ml),Veg,3.5,14
Combo,Non Veg Bite Burger + Cold Drink(250ml),98,Non Veg Bite Burger + Cold Drink(250ml),Non-veg,3.5,14
Combo,Biryani + ColdDrink(250ml),150,Biryani + ColdDrink(250ml),Non-veg,3.5,14
Combo,Onion Pizza + ColdDrink(250ml),115,Onion Pizza + ColdDrink(250ml),Veg,3.5,14
None,"7"" Regular Margherita Pizza",129,Loaded with Cheese.,Veg,3.5,14
None,"10"" Large Margherita Pizza",220,Loaded with Cheese.,Veg,3.5,14
None,"7"" Regular Veg Simple Pizza",129,Onion & Cheese.,Veg,3.5,14
None,"10"" Large Veg Simple Pizza",220,Onion & Cheese.,Veg,3.5,14
None,"7"" Regular Veg Treat Pizza",199,"Green Capsicum, Onion & Tomato.",Veg,3.5,14
None,"10"" Large Veg Treat Pizza",289,"Green Capsicum, Onion & Tomato.",Veg,3.5,14
None,"7"" Regular Veg Club Pizza",199,"Mushroom, Golden Corn & Onion.",Veg,3.5,14
None,"10"" Large Veg Club Pizza",289,"Mushroom, Golden Corn & Onion.",Veg,3.5,14
None,"7"" Regular Green House Pizza",199,"Capsicum, Jalapeno & Mint Leaf.",Veg,3.5,14
None,"10"" Large Green House Pizza",289,"Capsicum, Jalapeno & Mint Leaf.",Veg,3.5,14
None,"7"" Regular Country Delight Pizza",259,"Onion, Mushroom, Tomato, Jalapeno & Black Olives.",Veg,3.5,14
None,"10"" Large Country Delight Pizza",329,"Onion, Mushroom, Tomato, Jalapeno & Black Olives.",Veg,3.5,14
None,"7"" Regular Tandoori Veg Pizza",259,"Tandoori Sauce, Onion, Tomatoes & Tandoori Paneer.",Veg,3.5,14
None,"10"" Large Tandoori Veg Pizza",329,"Tandoori Sauce, Onion, Tomatoes & Tandoori Paneer.",Veg,3.5,14
None,"7"" Regular Cheese & Chilli Pizza",259,"Loaded with Lots of Cheese, Red Paprika, Capsicum & Green Chilli.",Veg,3.5,14
None,"10"" Large Cheese & Chilli Pizza",329,"Loaded with Lots of Cheese, Red Paprika, Capsicum & Green Chilli.",Veg,3.5,14
None,"7"" Regular Kadai Paneer Pizza",315,"Authentic Sauce, Paneer, Golden Paneer, Onion & Tomato.",Veg,3.5,14
None,"10"" Large Kadai Paneer Pizza",389,"Authentic Sauce, Paneer, Golden Paneer, Onion & Tomato.",Veg,3.5,14
None,"7"" Regular Cloud 6 Pizza",315,"Crispy Mushroom, Fresh Tomato, Capsicum, Spicy Paneer, Jalapeno, Onion & Black Olives.",Veg,3.5,14
None,"10"" Large Cloud 6 Pizza",389,"Crispy Mushroom, Fresh Tomato, Capsicum, Spicy Paneer, Jalapeno, Onion & Black Olives.",Veg,3.5,14
None,"7"" Regular Chicken Wave Pizza",199,Masala Chicken & Crispy Onion.,Non-veg,3.5,14
None,"10"" Large Chicken Wave Pizza",315,Masala Chicken & Crispy Onion.,Non-veg,3.5,14
None,"7"" Regular Classic Chicken Pizza",199,Masala Chicken & Tomato.,Non-veg,3.5,14
None,"10"" Large Classic Chicken Pizza",315,Masala Chicken & Tomato.,Non-veg,3.5,14
None,"7"" Regular Tandoori Chicken Pizza",289,"Spicy Chicken, Capsicum & Onion.",Non-veg,3.5,14
None,"10"" Large Tandoori Chicken Pizza",375,"Spicy Chicken, Capsicum & Onion.",Non-veg,3.5,14
None,"7"" Regular Pizza Americano",289,"Smokey Chicken, Onion, Tomato & Black Olives.",Non-veg,3.5,14
None,"10"" Large Pizza Americano",375,"Smokey Chicken, Onion, Tomato & Black Olives.",Non-veg,3.5,14
None,"7"" Regular Chicken Mania Pizza",289,"Spicy Chicken, Tomato & Corn.",Non-veg,3.5,14
None,"10"" Large Chicken Mania Pizza",375,"Spicy Chicken, Tomato & Corn.",Non-veg,3.5,14
None,"7"" Regular Super Spicy Pizza",319,"Spicy Sauce, Spicy Chicken, Capsicum, Red Paprika & Black Olives.",Non-veg,3.5,14
None,"10"" Large Super Spicy Pizza",399,"Spicy Sauce, Spicy Chicken, Capsicum, Red Paprika & Black Olives.",Non-veg,3.5,14
None,"7"" Regular Kadai Chicken Pizza",319,"Authentic Sauce, Onion, Masala Chicken & Smokey Chicken.",Non-veg,3.5,14
None,"10"" Large Kadai Chicken Pizza",399,"Authentic Sauce, Onion, Masala Chicken & Smokey Chicken.",Non-veg,3.5,14
None,"7"" Regular Maggi Waggie Pizza",289,"Cheese, Lots of Maggi & Onion.",Veg,3.5,14
None,"10"" Large Maggi Waggie Pizza",365,"Cheese, Lots of Maggi & Onion.",Veg,3.5,14
None,"7"" Regular Fries World Pizza",289,"Authentic Sauce, Chopped Onion, Chopped Tomato & Fried Fries.",Veg,3.5,14
None,"10"" Large Fries World Pizza",365,"Authentic Sauce, Chopped Onion, Chopped Tomato & Fried Fries.",Veg,3.5,14
None,"7"" Regular Cheese & Crunch Pizza",289,"Onion, Capsicum & Cheese Balls.",Veg,3.5,14
None,"10"" Large Cheese & Crunch Pizza",365,"Onion, Capsicum & Cheese Balls.",Veg,3.5,14
None,"7"" Regular Crazy Chicken Pizza",359,"Authentic Sauce, Masala Chicken, Smokey Chicken, Crispy Mushroom, Onion, Red Paprika & Golden Corn.",Non-veg,3.5,14
None,"10"" Large Crazy Chicken Pizza",469,"Authentic Sauce, Masala Chicken, Smokey Chicken, Crispy Mushroom, Onion, Red Paprika & Golden Corn.",Non-veg,3.5,14
None,"7"" Regular Meat Loaded Pizza",359,"Authentic Sauce, Fried Chicken Ball, Smoky Chicken, Onion, Masala Chicken & Jalapenos.",Non-veg,3.5,14
None,"10"" Large Meat Loaded Pizza",469,"Authentic Sauce, Fried Chicken Ball, Smoky Chicken, Onion, Masala Chicken & Jalapenos.",Non-veg,3.5,14
None,"7"" Regular Chicken Delight Pizza",359,"Tandoori Sauce, Masala Chicken, Smoky Chicken, Onion, Tomatoes & Capsicum.",Non-veg,3.5,14
None,"10"" Large Chicken Delight Pizza",469,"Tandoori Sauce, Masala Chicken, Smoky Chicken, Onion, Tomatoes & Capsicum.",Non-veg,3.5,14
None,"7"" Regular Chicken Punch Pizza",399,"Loaded with Cheese, Spicy Sauces, Spicy Chicken, Fried Chicken Balls, Masala Chicken, Red Paprika, Green Chilli, Jalapenos & Black Olives.",Non-veg,3.5,14
None,"10"" Large Chicken Punch Pizza",489,"Loaded with Cheese, Spicy Sauces, Spicy Chicken, Fried Chicken Balls, Masala Chicken, Red Paprika, Green Chilli, Jalapenos & Black Olives.",Non-veg,3.5,14
None,"7"" Regular Chicken Tikka Pizza",399,"Loaded with Cheese, Authentic Sauce, Chicken Tikka, Red Paprika, Corn, Onion & Jalapenos.",Non-veg,3.5,14
None,"10"" Large Chicken Tikka Pizza",489,"Loaded with Cheese, Authentic Sauce, Chicken Tikka, Red Paprika, Corn, Onion & Jalapenos.",Non-veg,3.5,14
None,"6"" Onion Pizza",85,"6"" Onion Pizza",Veg,3.5,14
None,"6"" Golden Corn Pizza",85,"6"" Golden Corn Pizza",Veg,3.5,14
None,"6"" Capsicum Pizza",85,"6"" Capsicum Pizza",Veg,3.5,14
None,"6"" Jalapenos Pizza",99,"6"" Jalapenos Pizza",Veg,3.5,14
None,"6"" Red Paprika Pizza",99,"6"" Red Paprika Pizza",Veg,3.5,14
None,"6"" Simply Hot Pizza",109,Masala Chicken + Onion.,Non-veg,3.5,14
None,"6"" Smokey Chicken Pizza",129,Smokey Chicken + Onion.,Non-veg,3.5,14
Make You Own Pizza,"7"" Prepare Your Own Chicken Pizza ",349,Choice of sauce and choice of toppings.,Non-veg,3.5,14
Make You Own Pizza,"10"" Prepare Your Own Chicken Pizza",489,Choice of sauce and choice of toppings.,Non-veg,3.5,14
None,The Regular Veg Burger,52,The Regular Veg Burger,Veg,3.5,14
None,Farm Veg Burger,68,Farm Veg Burger,Veg,3.5,14
None,Cheesy One Veg Burger,78,Cheesy One Veg Burger,Veg,3.5,14
None,Maharaja Classic Veg Burger,105,"Double Tikki, Cheese Slice, Onion & with Exotic Sauce.",Veg,3.5,14
None,Hot Paneer Supreme Burger,120,"Grilled Paneer, Tikki & Onion with Supreme Sauce.",Veg,3.5,14
None,Original Bite Chicken Burger,79,Original Bite Chicken Burger,Non-veg,3.5,14
None,Spicy Delight Chicken Burger,95,Spicy Delight Chicken Burger,Non-veg,3.5,14
None,Chicken Burger Treasure,115,Double Fried Chicken with Exotic Sauce.,Non-veg,3.5,14
None,Chicken Loaded Burger,125,"Chicken Patty, Chicken Seekh Kebab, Cheese Slice with Mouth filling Sauce.",Non-veg,3.5,14
Fries,Salty Fries,84,Salty Fries,Veg,3.5,14
Fries,Masala Fries,105,Masala Fries,Veg,3.5,14
Fries,Exotic Fries,105,Exotic Fries,Veg,3.5,14
Fries,Sweet Chilli Fries,105,Sweet Chilli Fries,Veg,3.5,14
Fries,Tangy Fries,105,Tangy Fries,Veg,3.5,14
Fries,Cheese Fries,105,Cheese Fries,Veg,3.5,14
Fries,Tandoori Fries,105,Tandoori Fries,Veg,3.5,14
Biryani,Chicken Biryani,135,Boneless chicken 6 pcs,Non-veg,3.5,14
Biryani,Veg Biryani ,109,Veg Biryani ,Veg,3.5,14
Recommended,Cheese American Corn,199,Fresh american corn || real mozzarella || liquid cheese,Veg,3.0,15
Recommended,Spiced Paneer Pizza,219,Maxican salsa sauce || green capsicum || chunkey paneer || loded mozzrella cheese.,Veg,3.0,15
Simply Veg Pizza,Crisp Capsicum Pizza,199,Capsicum & cheese,Veg,3.0,15
Simply Veg Pizza,Marghrita Pizza,199,Mozzarella cheese | liquid cheese | the real taste of cheese..,Veg,3.0,15
Simply Veg Pizza,Tomato Tango Pizza,199,Mozzarella cheese || liquid cheese || fresh tomatoes.,Veg,3.0,15
Simply Veg Pizza,Tandoori Onion Pizza,199,Cheese & onion in tandoori sauce.,Veg,3.0,15
Simply Veg Pizza,Cheese American Corn,199,Fresh american corn || real mozzarella || liquid cheese,Veg,3.0,15
Simply Veg Pizza,Double Cheese Margherita ,219,A classic delight loaded with extra 100% real mozzarella cheese !,Veg,3.0,15
Simply Veg Pizza,Mozzarella Lovers Pizza,219,Fully loded with real pure mozzarella cheese !!,Veg,3.0,15
Simply Veg Pizza,Spiced Paneer Pizza,219,Maxican salsa sauce || green capsicum || chunkey paneer || loded mozzrella cheese.,Veg,3.0,15
Simply Veg Pizza,Spicy Loaded Pizza,219,Jalapenos || sweet corn || fresh onion || crisp capsicum || mashroom,Veg,3.0,15
Veg Pizza, Hot Passion Pizza,239,"Hot passion on a pizza. Jalapenos, mushrooms, red paprika, fresh tomato with cheese & jalapeno dip.",Veg,3.0,15
Veg Pizza,Retreat Fun Pizza,239,"Olives,red paprika, tomatoes, paneer, capsicum, cheese, jalapeno dip. An english special.",Veg,3.0,15
Veg Pizza,Fresh Exotica Pizza,239,"An exuberance of golden corn, onions, tomatoes and plenty of crunchy green bell peppers with no bready crust to leave behind.",Veg,3.0,15
Veg Pizza,Mashroom Tandoori Pizza,239,"Onion, mushroom, and mexican herbe in tandoori sauce.",Veg,3.0,15
Veg Pizza,Spicy Paneer Masala Pizza,239,"Onion, capsicum, double paneer, red paprika in masala sauce",Veg,3.0,15
Veg Pizza, Paneer Makhni Pizza,239,Paneer tikka | capsicum | tomato | onion [comes with makhni sauce instead of pizza sauce],Veg,3.0,15
Veg Pizza,Farm Fresh Pizza,239,"Capsicum, fresh tomatoes, paneer, red paprika & korma dip",Veg,3.0,15
Veg Pizza,Burn To Hell Pizza,239,"A fiery and lethal combination of hot & garlic dip, jalapenos, mushrooms, olives and capsicum.",Veg,3.0,15
Veg Pizza,Spicy Margherita Cheese Loded Pizza,239,"Spicy sauce, mozzerella cheese, liquid cheese and peprika.",Veg,3.0,15
Super Veg Club's,Triple Tango Fun Pizza,249,"Capsicum, fresh tomato, paneer and red paprika",Veg,3.0,15
Super Veg Club's,Veggie Exotica House Pizza,249,Crisp capsicum || .juicy tomato || fresh onion with loded mozzrella cheese,Veg,3.0,15
Super Veg Club's,Spanish Sunshine Pizza,249,"American corn, jalapenos, crunchy capsicum,tomatoes, onion & mozzarella cheese",Veg,3.0,15
Super Veg Club's,Veggie Cheese Tandoori Pizza,249,"Hot and garlic sauce, jalapeno, mushroom, olives and capsicum.",Veg,3.0,15
Super Veg Club's, Mashroom Magic Fun,249,"Mushroom, olives, sweet corns",Veg,3.0,15
Super Veg Club's, Paneer Hot Delight Pizza,249,"Onion, capsicum, paneer with jalapeno sauce.",Veg,3.0,15
Hot Club Pizza, Farm House Pizza,269,Fresh onion || crisp capsicum || juicy tomato || mashroom,Veg,3.0,15
Hot Club Pizza,Farmer Paneer Pizza,269,"Capsicum, baby corn with red peprika, & chunkey paneer in mint mayo sauce",Veg,3.0,15
Hot Club Pizza,Spicy Twist Pizza,269,"Jalapeno, black olive, red peprika, onion, jalapenos",Veg,3.0,15
Hot Club Pizza, Authentic Veg Pizza,269,"Crisp onion, juicy tomato, green capsicum",Veg,3.0,15
Hot Club Pizza, Fire Exotic Pizza,269,Peri peri paneer ||  tomtoes || onion.,Veg,3.0,15
Hot Club Pizza, Peppy Paneer Fun,269,Paneer || capsicum || red peprika || jalapeno & green chilli,Veg,3.0,15
Hot Club Pizza,Set On Fire Pizza,269,"Hot and garlic sauce, jalapeno, mushroom, olives and capsicum.",Veg,3.0,15
Hot Club Pizza,Las Vegas Treat Pizza,269,"Mushrooms, jalapenos, capsicum, tomatoes with peri peri dip",Veg,3.0,15
Hot Club Pizza,Special Farmer  Pizza,269,Special Farmer  Pizza,Veg,3.0,15
Heavy Veggie Pizza,Paneer Masala Pizza,289,"Crisp capsicum, red pepprika, masala paneer, premium black olives in tandoori sauce dip.",Veg,3.0,15
Heavy Veggie Pizza,Paneer Overload Pizza,289,Peri peri paneer | extra paneer tikka | spicy jalapeno | onion |,Veg,3.0,15
Heavy Veggie Pizza,Double Paneer Supreme,289,Spiced paneer || herbed onion || green capsicum || red paprika,Veg,3.0,15
Heavy Veggie Pizza,Cheese Lover's Pizza,289,"Nothign says cheesy like the cheese lovers pizza accompanied with a cheese and jalapeno dip

",Veg,3.0,15
Heavy Veggie Pizza, Italian Garden Pizza,289,"Capsicum, mushroom, onion and fresh tomato with full of mozzarella",Veg,3.0,15
Heavy Veggie Pizza,Crowded House Pizza,289," onion, capsicum, mushroom, paneer, olives with peri peri sauce",Veg,3.0,15
Heavy Veggie Pizza,Veggie Supreme Pizza,289,Black olives | green capsicum | mushroom | onion | red paprika | sweet corn.,Veg,3.0,15
Heavy Veggie Pizza,Tandoori Paneer Pizza,289,Spiced paneer || onion || green capsicum || red paprika in tandoori sauce,Veg,3.0,15
Signature Pizza,Deluxe House Pizza,319,"Mushroom, jalapeno, baby corn, capsicum, tomato with peri peri sauce.",Veg,3.0,15
Signature Pizza,Maxican Green Wave Pizza,319,"A pizza loaded with crunchy onions, crisp capsicum, juicy tomatoes and jalapeno with a liberal sprinkling of exotic mexican herbs.",Veg,3.0,15
Signature Pizza,Maharaja Veg Pizza,329,"Paneer chunks & delicious veggies and paneer tikka, jalapenos, corn, green bell peppers, black olives, tomatoes with onion & mozzarella cheese.",Veg,3.0,15
